h_AGL,w_cossin,w_shear,w_power,w_mil,h_AGL
810.8108108,0.300876844,9.521570133,7.341737729,10,810.8108108
812.8128128,0.261171288,9.524834573,7.345359703,10,812.8128128
814.8148148,0.224244299,9.528090982,7.348974547,10,814.8148148
816.8168168,0.190105006,9.5313394,7.352582293,10,816.8168168
818.8188188,0.15876185,9.534579866,7.356182972,10,818.8188188
820.8208208,0.13022258,9.537812419,7.359776614,10,820.8208208
822.8228228,0.104494252,9.541037097,7.363363252,10,822.8228228
824.8248248,0.081583225,9.544253938,7.366942915,10,824.8248248
826.8268268,0.061495165,9.547462981,7.370515634,10,826.8268268
828.8288288,0.044235038,9.550664264,7.374081439,10,828.8288288
830.8308308,0.029807111,9.553857823,7.37764036,10,830.8308308
832.8328328,0.01821495,9.557043696,7.381192427,10,832.8328328
834.8348348,0.009461423,9.56022192,7.38473767,10,834.8348348
836.8368368,0.003548693,9.563392531,7.388276118,10,836.8368368
838.8388388,0.000478222,9.566555567,7.391807801,10,838.8388388
840.8408408,0,9.569711062,7.395332746,10,840.8408408
842.8428428,0,9.572859053,7.398850984,10,842.8428428
844.8448448,0,9.575999576,7.402362543,10,844.8448448
846.8468468,0,9.579132665,7.405867451,10,846.8468468
848.8488488,0,9.582258356,7.409365737,10,848.8488488
850.8508509,0,9.585376684,7.412857428,10,850.8508509
852.8528529,0,9.588487684,7.416342553,10,852.8528529
854.8548549,0,9.591591389,7.419821139,10,854.8548549
856.8568569,0,9.594687834,7.423293214,10,856.8568569
858.8588589,0,9.597777053,7.426758805,10,858.8588589
860.8608609,0,9.600859079,7.43021794,10,860.8608609
862.8628629,0,9.603933946,7.433670645,10,862.8628629
864.8648649,0,9.607001687,7.437116947,10,864.8648649
866.8668669,0,9.610062335,7.440556873,10,866.8668669
868.8688689,0,9.613115922,7.44399045,10,868.8688689
870.8708709,0,9.616162482,7.447417703,10,870.8708709
872.8728729,0,9.619202046,7.450838659,10,872.8728729
874.8748749,0,9.622234647,7.454253343,10,874.8748749
876.8768769,0,9.625260316,7.457661782,10,876.8768769
878.8788789,0,9.628279085,7.461064002,10,878.8788789
880.8808809,0,9.631290986,7.464460027,10,880.8808809
882.8828829,0,9.634296049,7.467849883,10,882.8828829
884.8848849,0,9.637294305,7.471233595,10,884.8848849
886.8868869,0,9.640285786,7.474611189,10,886.8868869
888.8888889,0,9.643270521,7.477982688,10,888.8888889
890.8908909,0,9.646248542,7.481348118,10,890.8908909
892.8928929,0,9.649219878,7.484707503,10,892.8928929
894.8948949,0,9.652184559,7.488060868,10,894.8948949
896.8968969,0,9.655142615,7.491408237,10,896.8968969
898.8988989,0,9.658094076,7.494749634,10,898.8988989
900.9009009,0,9.661038971,7.498085082,10,900.9009009
902.9029029,0,9.663977329,7.501414606,10,902.9029029
904.9049049,0,9.666909179,7.504738229,10,904.9049049
906.9069069,0,9.669834549,7.508055975,10,906.9069069
908.9089089,0,9.672753469,7.511367867,10,908.9089089
910.9109109,0,9.675665967,7.514673928,10,910.9109109
912.9129129,0,9.67857207,7.517974181,10,912.9129129
914.9149149,0,9.681471808,7.52126865,10,914.9149149
916.9169169,0,9.684365207,7.524557356,10,916.9169169
918.9189189,0,9.687252296,7.527840323,10,918.9189189
920.9209209,0,9.690133101,7.531117573,10,920.9209209
922.9229229,0,9.693007651,7.534389129,10,922.9229229
924.9249249,0,9.695875972,7.537655012,10,924.9249249
926.9269269,0,9.698738091,7.540915244,10,926.9269269
928.9289289,0,9.701594036,7.544169848,10,928.9289289
930.9309309,0,9.704443831,7.547418846,10,930.9309309
932.9329329,0,9.707287505,7.550662259,10,932.9329329
934.9349349,0,9.710125083,7.553900108,10,934.9349349
936.9369369,0,9.712956592,7.557132416,10,936.9369369
938.9389389,0,9.715782056,7.560359203,10,938.9389389
940.9409409,0,9.718601503,7.563580491,10,940.9409409
942.9429429,0,9.721414957,7.5667963,10,942.9429429
944.9449449,0,9.724222444,7.570006652,10,944.9449449
946.9469469,0,9.727023989,7.573211567,10,946.9469469
948.9489489,0,9.729819618,7.576411066,10,948.9489489
950.950951,0,9.732609355,7.579605169,10,950.950951
952.952953,0,9.735393224,7.582793898,10,952.952953
954.954955,0,9.738171252,7.585977272,10,954.954955
956.956957,0,9.740943462,7.589155311,10,956.956957
958.958959,0,9.743709878,7.592328036,10,958.958959
960.960961,0,9.746470525,7.595495466,10,960.960961
962.962963,0,9.749225426,7.598657622,10,962.962963
964.964965,0,9.751974606,7.601814523,10,964.964965
966.966967,0,9.754718088,7.604966188,10,966.966967
968.968969,0,9.757455896,7.608112638,10,968.968969
970.970971,0,9.760188053,7.611253891,10,970.970971
972.972973,0,9.762914582,7.614389967,10,972.972973
974.974975,0,9.765635508,7.617520885,10,974.974975
976.976977,0,9.768350851,7.620646664,10,976.976977
978.978979,0,9.771060637,7.623767323,10,978.978979
980.980981,0,9.773764886,7.626882881,10,980.980981
982.982983,0,9.776463622,7.629993356,10,982.982983
984.984985,0,9.779156868,7.633098768,10,984.984985
986.986987,0,9.781844645,7.636199134,10,986.986987
988.988989,0,9.784526975,7.639294473,10,988.988989
990.990991,0,9.787203881,7.642384803,10,990.990991
992.992993,0,9.789875385,7.645470143,10,992.992993
994.994995,0,9.792541508,7.648550511,10,994.994995
996.996997,0,9.795202272,7.651625925,10,996.996997
998.998999,0,9.797857698,7.654696401,10,998.998999
1001.001001,0,9.800507809,7.65776196,10,1001.001001
1003.003003,0,9.803152624,7.660822617,10,1003.003003
1005.005005,0,9.805792166,7.663878391,10,1005.005005
1007.007007,0,9.808426454,7.666929299,10,1007.007007
1009.009009,0,9.811055511,7.669975358,10,1009.009009
1011.011011,0,9.813679357,7.673016586,10,1011.011011
1013.013013,0,9.816298012,7.676053001,10,1013.013013
1015.015015,0,9.818911496,7.679084618,10,1015.015015
1017.017017,0,9.821519832,7.682111456,10,1017.017017
1019.019019,0,9.824123037,7.685133531,10,1019.019019
1021.021021,0,9.826721133,7.688150859,10,1021.021021
1023.023023,0,9.82931414,7.691163458,10,1023.023023
1025.025025,0,9.831902078,7.694171345,10,1025.025025
1027.027027,0,9.834484966,7.697174535,10,1027.027027
1029.029029,0,9.837062824,7.700173046,10,1029.029029
1031.031031,0,9.839635671,7.703166893,10,1031.031031
1033.033033,0,9.842203528,7.706156094,10,1033.033033
1035.035035,0,9.844766413,7.709140663,10,1035.035035
1037.037037,0,9.847324345,7.712120618,10,1037.037037
1039.039039,0,9.849877344,7.715095974,10,1039.039039
1041.041041,0,9.852425429,7.718066747,10,1041.041041
1043.043043,0,9.854968619,7.721032954,10,1043.043043
1045.045045,0,9.857506931,7.723994609,10,1045.045045
1047.047047,0,9.860040386,7.726951729,10,1047.047047
1049.049049,0,9.862569001,7.729904328,10,1049.049049
1051.051051,0,9.865092795,7.732852424,10,1051.051051
1053.053053,0,9.867611787,7.735796031,10,1053.053053
1055.055055,0,9.870125994,7.738735164,10,1055.055055
1057.057057,0,9.872635435,7.741669839,10,1057.057057
1059.059059,0,9.875140127,7.74460007,10,1059.059059
1061.061061,0,9.87764009,7.747525874,10,1061.061061
1063.063063,0,9.880135339,7.750447265,10,1063.063063
1065.065065,0,9.882625894,7.753364257,10,1065.065065
1067.067067,0,9.885111772,7.756276867,10,1067.067067
1069.069069,0,9.887592991,7.759185108,10,1069.069069
1071.071071,0,9.890069567,7.762088995,10,1071.071071
1073.073073,0,9.892541519,7.764988544,10,1073.073073
1075.075075,0,9.895008863,7.767883768,10,1075.075075
1077.077077,0,9.897471616,7.770774682,10,1077.077077
1079.079079,0,9.899929796,7.7736613,10,1079.079079
1081.081081,0,9.90238342,7.776543637,10,1081.081081
1083.083083,0,9.904832504,7.779421708,10,1083.083083
1085.085085,0,9.907277066,7.782295525,10,1085.085085
1087.087087,0,9.909717121,7.785165104,10,1087.087087
1089.089089,0,9.912152687,7.788030458,10,1089.089089
1091.091091,0,9.91458378,7.790891601,10,1091.091091
1093.093093,0,9.917010416,7.793748548,10,1093.093093
1095.095095,0,9.919432612,7.796601312,10,1095.095095
1097.097097,0,9.921850383,7.799449906,10,1097.097097
1099.099099,0,9.924263747,7.802294346,10,1099.099099
1101.101101,0,9.926672719,7.805134643,10,1101.101101
1103.103103,0,9.929077315,7.807970812,10,1103.103103
1105.105105,0,9.93147755,7.810802866,10,1105.105105
1107.107107,0,9.933873442,7.813630818,10,1107.107107
1109.109109,0,9.936265005,7.816454683,10,1109.109109
1111.111111,0,9.938652254,7.819274472,10,1111.111111
1113.113113,0,9.941035207,7.8220902,10,1113.113113
1115.115115,0,9.943413877,7.82490188,10,1115.115115
1117.117117,0,9.945788281,7.827709524,10,1117.117117
1119.119119,0,9.948158433,7.830513145,10,1119.119119
1121.121121,0,9.950524349,7.833312757,10,1121.121121
1123.123123,0,9.952886044,7.836108373,10,1123.123123
1125.125125,0,9.955243532,7.838900005,10,1125.125125
1127.127127,0,9.95759683,7.841687665,10,1127.127127
1129.129129,0,9.959945952,7.844471368,10,1129.129129
1131.131131,0,9.962290912,7.847251124,10,1131.131131
1133.133133,0,9.964631725,7.850026948,10,1133.133133
1135.135135,0,9.966968407,7.852798851,10,1135.135135
1137.137137,0,9.96930097,7.855566845,10,1137.137137
1139.139139,0,9.971629431,7.858330944,10,1139.139139
1141.141141,0,9.973953804,7.86109116,10,1141.141141
1143.143143,0,9.976274101,7.863847504,10,1143.143143
1145.145145,0,9.978590339,7.866599988,10,1145.145145
1147.147147,0,9.980902532,7.869348626,10,1147.147147
1149.149149,0,9.983210692,7.87209343,10,1149.149149
1151.151151,0,9.985514835,7.87483441,10,1151.151151
1153.153153,0,9.987814974,7.877571579,10,1153.153153
1155.155155,0,9.990111123,7.88030495,10,1155.155155
1157.157157,0,9.992403296,7.883034533,10,1157.157157
1159.159159,0,9.994691507,7.885760341,10,1159.159159
1161.161161,0,9.996975769,7.888482385,10,1161.161161
1163.163163,0,9.999256096,7.891200677,10,1163.163163
1165.165165,0,10.0015325,7.893915229,10,1165.165165
1167.167167,0,10.003805,7.896626052,10,1167.167167
1169.169169,0,10.0060736,7.899333158,10,1169.169169
1171.171171,0,10.00833832,7.902036558,10,1171.171171
1173.173173,0,10.01059918,7.904736264,10,1173.173173
1175.175175,0,10.01285618,7.907432287,10,1175.175175
1177.177177,0,10.01510934,7.910124637,10,1177.177177
1179.179179,0,10.01735866,7.912813327,10,1179.179179
1181.181181,0,10.01960418,7.915498368,10,1181.181181
1183.183183,0,10.02184589,7.918179771,10,1183.183183
1185.185185,0,10.02408381,7.920857546,10,1185.185185
1187.187187,0,10.02631795,7.923531705,10,1187.187187
1189.189189,0,10.02854833,7.926202259,10,1189.189189
1191.191191,0,10.03077496,7.928869219,10,1191.191191
1193.193193,0,10.03299785,7.931532595,10,1193.193193
1195.195195,0,10.03521701,7.934192399,10,1195.195195
1197.197197,0,10.03743246,7.93684864,10,1197.197197
1199.199199,0,10.0396442,7.939501331,10,1199.199199
1201.201201,0,10.04185226,7.942150481,10,1201.201201
1203.203203,0,10.04405664,7.944796102,10,1203.203203
